teams
team_name,record,conference,division,manager
Arizona Diamondbacks,"69-93,",National,West,Chip Hale
Atlanta Braves,"68-93,",National,East,Fredi Gonzalez
Baltimore Orioles,"89-73,",American,East,Buck Showalter
Boston Red Sox,"93-69,",American,East,John Farrell
Chicago Cubs,"103-58,",National,Central,Joe Maddon
Chicago White Sox,"78-84,",American,Central,Robin Ventura
Cincinnati Reds,"68-94,",National,Central,Bryan Price
Cleveland Indians,"94-67,",American,Central,Terry Francona
Colorado Rockies,"75-87,",National,West,Walt Weiss
Detroid Tigers,"86-75,",American,Central,Brad Ausmus
Houston Astros,"84-78,",American,West,A.J. Hinch
Kansas City Royals,"81-81,",American,Central,Ned Yost
Los Angeles Angels of Anaheim,"74-88,",American,West,Mike Scioscia
Los Angeles Dodgers,"91-71,",National,West,Dave Roberts
Miami Marlins,"79-82,",National,East,Don Mattingly
Milwaukee Brewers,"73-89,",National,Central,Craig Counsell
Minnesota Twins,"59-103,",American,Central,Paul Molitor
New York Mets,"87-75,",National,East,Terry Collins
New York Yankees,"84-78,",American,East,Joe Girardi
Oakland Athletics,"69-93,",American,West,Bob Melvin
Philadelphia Phillies,"71-91,",National,East,Pete Mackanin
Pittsbugh Pirates,"78-83,",National,Central,Clint Hurdle
San Diego Padres,"68-94,",National,West,Andy Green
San Francisco Giants,"87-75,",National,West,Bruce Bochy
Seattle Mariners,"86-76,",American,West,Scott Servais
St. Louis Cardinals,"86-76,",National,Central,Mike Matheny
Tampa Bay Rays,"68-94,",American,East,Kevin Cash
Texas Rangers,"95-67,",American,West,Jeff Banister
Toronto Blue Jays,"89-73,",American,East,John Gibbons
Washington Nationals,"95-67,",National,East,Dusty Baker



players
player_id,first_name,last_name,position,bats,throws,contract_status,full_legal_name
38890,2,1,0,5.23,50
38895,2,1,1,5.18,33
38891,3,8,0,5.83,66
38881,4,4,0,4.35,46
38874,2,4,1,4.73,52
38892,1,2,0,5.52,31
38230,4,2,0,3.26,25
38889,0,0,0,4.66,34
38040,2,3,2,2.49,26
38880,1,2,0,3.24,11
38882,0,0,0,1.96,13
38893,1,0,1,4.96,15
38187,2,0,1,3.38,13
38879,1,2,0,7.62,15
38888,0,0,0,5.40,5
38887,1,0,0,6.43,6
38885,0,0,0,6.00,1
38884,1,0,0,13.50,3
38894,0,0,0,3.00,4
38886,0,0,0,6.75,0
38878,0,0,0,18.00,1
40917,10,11,0,4.11,108
40920,7,9,0,3.86,124
40918,5,11,0,5.69,94
40646,9,3,0,2.25,90
40916,2,9,0,6.50,71
40922,6,7,30,3.62,49
40932,5,5,3,2.42,73
40926,6,4,3,3.97,60
40935,0,4,0,3.76,71
40938,1,0,0,3.00,37
40919,2,4,2,4.24,27
40921,1,1,0,4.31,55
40927,3,1,0,4.53,54
40923,2,4,0,6.02,23
40382,2,4,0,6.14,23
40934,2,0,0,4.20,37
40928,2,3,4,3.23,45
40925,0,5,0,6.98,22
40929,2,0,0,2.15,23
40936,0,2,0,6.11,23
40933,0,0,0,2.92,29
40930,1,3,0,11.47,17
40937,1,3,0,7.25,14
40924,0,0,0,9.95,12
40931,0,0,0,10.80,6
40909,0,0,0,0.00,0
40907,0,0,0,0.00,1
42960,11,14,0,3.65,167
42959,12,10,0,3.71,154
42961,8,6,0,4.12,152
42962,2,11,0,6.04,95
42963,6,9,0,4.78,121
42964,3,5,0,5.54,31
42974,3,5,37,4.85,47
42979,4,4,2,2.58,102
42978,3,4,1,3.84,80
42973,1,3,0,3.83,40
42600,3,1,0,6.40,33
42965,3,6,0,5.70,32
42596,2,2,1,4.83,38
42970,1,2,0,5.60,34
42972,1,1,0,6.25,31
42966,2,1,0,2.28,13
42976,2,1,0,5.60,29
42982,1,0,2,5.82,23
42967,1,1,0,4.15,19
42971,1,1,0,6.46,14
42969,1,2,0,8.40,14
42977,0,1,0,3.27,8
42968,0,0,0,8.44,7
42981,0,0,0,2.79,7
42975,0,0,0,10.80,2
42980,0,0,0,18.69,4
42931,0,1,0,45.00,2
45008,9,8,0,5.44,73
45006,7,10,0,3.88,98
45007,6,11,0,5.46,116
44840,8,6,0,4.91,76
45009,5,4,0,3.38,85
45011,3,7,0,4.81,61
45024,1,1,30,1.51,38
45012,10,7,0,4.50,138
45020,2,5,15,3.06,58
45023,1,1,1,3.03,34
45028,4,2,2,3.52,61
45010,5,4,0,4.20,53
44873,5,2,0,3.06,52
45015,2,2,1,3.63,46
45019,1,2,1,3.51,32
45013,0,3,0,4.86,29
45026,1,3,0,3.29,39
45018,2,0,0,3.96,15
44845,3,0,0,4.13,28
45014,0,2,0,4.24,24
44757,0,0,0,4.41,13
45016,1,1,0,6.46,8
45017,1,1,0,7.82,11
45021,1,0,1,0.75,10
45022,0,0,0,5.56,10
45025,0,1,0,9.35,9
45030,0,0,0,2.70,6
44885,0,0,0,0.00,3
45029,0,0,0,17.18,4
45031,0,0,0,0.00,1
44501,0,0,0,0.00,1
45027,0,0,0,40.50,0
47057,9,10,0,5.71,105
47056,5,12,0,4.80,100
46183,8,7,0,2.47,115
46702,5,5,0,4.98,76
46695,4,7,0,4.76,67
46716,5,6,0,5.89,54
46712,0,1,17,0.31,33
47061,4,4,1,2.92,111
47063,0,5,13,4.52,72
47069,3,0,1,2.86,78
47066,7,7,2,3.92,42
47060,2,2,1,5.96,61
46270,2,7,0,4.28,57
46701,3,5,0,3.67,47
46236,3,3,0,2.52,34
46697,0,3,0,6.03,27
47071,1,0,0,5.05,20
47058,0,3,0,5.03,28
47064,1,0,0,5.73,24
46278,0,4,0,9.15,10
46046,1,0,0,3.38,9
47073,1,0,0,5.82,9
47068,1,0,0,1.69,8
47059,1,2,0,4.02,13
47065,1,0,0,3.72,10
47062,0,1,0,11.81,5
47067,1,0,0,4.50,3
47070,0,0,0,0.00,3
47072,0,0,0,4.50,0
47043,0,0,0,0.00,1
46750,0,0,0,27.00,0
47044,0,0,0,0.00,0
49092,15,9,0,2.74,251
49093,18,5,0,2.79,198
49094,12,11,0,3.81,167
49095,5,9,0,5.54,102
49097,4,8,0,5.64,72
49098,3,5,0,4.29,54
49108,2,5,31,3.57,65
49109,3,3,3,3.10,57
49104,4,2,1,2.13,50
49110,1,3,0,4.71,25
49105,1,3,1,4.05,15
49096,6,5,0,4.08,69
49112,3,2,0,2.53,35
49101,3,2,3,4.28,45
49111,1,0,4,2.64,33
48760,1,1,0,2.95,26
49099,1,0,0,1.06,10
49106,0,0,0,3.21,14
49103,1,0,0,3.60,6
48821,0,1,0,7.50,3
49102,0,0,0,11.81,4
49107,1,1,0,10.80,3
48242,1,0,0,0.00,5
49100,1,0,0,54.00,0
51134,16,12,0,4.12,147
51132,11,8,0,3.82,122
51153,8,11,0,4.22,119
51133,6,7,0,3.79,117
50129,7,8,0,4.98,82
51135,6,2,1,5.15,101
51145,4,6,25,2.81,76
50228,3,4,0,2.34,54
51137,4,4,3,3.73,65
51138,1,1,0,3.53,51
51136,0,4,18,2.79,88
50142,5,2,0,3.54,40
51021,3,0,1,4.50,41
51146,1,2,0,3.86,15
51148,0,1,1,3.60,17
51154,1,1,0,5.18,28
50235,1,0,0,5.40,28
51019,1,1,0,3.66,18
51149,3,0,0,3.44,16
51143,1,0,0,4.32,17
51155,0,0,0,0.00,15
51139,1,0,0,3.29,21
51151,0,0,0,6.08,12
51142,0,0,0,0.73,10
51141,1,0,0,7.71,6
51147,0,0,0,4.91,5
51150,2,0,0,8.44,2
51140,0,1,0,10.80,3
51144,0,1,0,7.71,2
50893,0,0,0,0.00,0
51045,0,0,0,0.00,0
51152,0,0,0,0.00,0
53175,13,9,0,4.62,161
53176,16,9,0,3.04,174
53177,9,12,0,4.69,125
53178,10,13,0,4.67,150
53179,7,7,0,5.09,114
53183,6,3,19,1.92,103
53184,2,5,0,3.46,52
53191,6,3,3,2.77,66
53193,4,2,0,4.30,57
53186,2,4,14,4.46,56
53182,2,0,0,3.38,46
53180,4,1,1,1.57,52
53181,1,4,0,5.70,45
53187,2,2,0,3.41,16
52289,0,1,1,1.93,26
53188,0,0,0,5.32,14
53189,1,0,0,2.00,16
53185,0,0,0,5.71,8
53192,0,0,0,6.00,7
53190,1,1,0,27.00,2
53091,0,0,0,18.00,0
55212,9,19,0,4.02,233
55213,10,6,0,3.69,166
55215,7,12,0,4.88,167
55096,7,7,0,4.08,109
55216,8,8,1,4.37,109
55214,6,8,0,3.54,98
55223,2,4,37,1.91,71
55232,7,11,2,3.77,63
55226,2,0,1,5.91,50
55220,3,4,0,3.70,43
55227,1,2,1,4.35,33
55231,1,0,0,3.06,46
55230,0,2,0,5.74,23
55222,4,3,0,4.81,22
55221,0,1,0,9.00,21
55224,1,2,0,8.59,16
54795,0,1,0,5.68,13
55217,0,1,0,3.93,14
55225,0,0,0,5.19,11
55228,0,1,0,4.20,14
55229,0,0,0,2.51,15
55219,0,2,0,1.35,11
55218,0,0,0,1.00,6
54746,0,0,0,2.45,3
55208,0,0,0,0.00,0
57249,15,5,0,3.32,200
57250,10,11,0,4.39,103
57254,7,4,0,5.07,107
57267,6,5,0,3.71,73
57252,7,9,0,4.95,67
57251,7,5,0,3.41,132
57263,3,2,38,2.43,55
57262,7,2,1,2.48,61
57271,7,3,0,2.09,49
57264,4,2,4,3.40,59
57259,4,1,0,2.79,34
57256,3,3,1,6.04,27
57253,2,3,0,5.59,16
57255,2,2,11,7.68,29
57260,5,1,0,6.09,45
57148,2,3,0,10.55,11
56085,1,0,0,5.60,15
57268,0,0,0,1.80,15
56752,1,0,0,2.70,7
57258,0,0,0,10.80,3
56104,0,0,0,7.71,13
57270,0,2,0,8.71,7
57269,0,2,0,12.54,3
57257,1,1,1,4.15,5
56968,0,1,0,5.19,12
57261,0,0,0,6.75,1
56272,1,0,0,17.18,2
57265,0,0,0,14.73,3
57266,0,0,0,18.00,0
56172,0,0,0,0.00,0
57246,0,0,0,9.00,0
59293,9,10,0,4.37,166
59292,20,4,0,3.18,163
59291,15,2,0,3.00,161
59294,9,9,0,3.48,165
59296,10,15,0,4.46,126
59309,4,3,36,2.68,82
59297,4,3,1,3.06,62
58105,6,4,2,3.64,58
58665,1,2,0,4.57,42
59301,1,7,0,3.93,45
59007,2,2,0,2.92,52
59149,1,3,3,6.21,32
59295,2,4,0,4.06,30
59154,2,0,1,0.38,24
59299,0,1,0,2.95,18
59305,0,1,0,5.51,10
58508,2,1,0,8.40,14
59304,0,0,0,5.02,15
59306,0,0,0,3.95,14
59022,1,0,0,4.97,12
59298,0,0,0,4.35,5
59151,0,0,0,5.19,7
59303,0,1,0,9.00,2
59302,0,0,0,12.00,5
59308,0,0,0,7.71,2
59307,0,0,0,13.50,1
59282,0,1,0,9.00,1
59283,0,0,0,0.00,0
59300,0,0,0,27.00,0
61329,20,7,0,2.96,284
61330,16,10,0,2.83,172
61331,11,11,0,4.57,171
61332,15,4,0,3.60,183
61333,7,5,0,3.43,93
61348,2,4,19,4.37,31
61344,4,1,1,2.28,63
61341,3,2,7,2.64,80
61026,0,3,1,4.53,53
61340,2,3,0,4.95,46
61336,3,5,1,4.50,49
61338,0,0,0,1.76,32
61334,5,3,0,4.91,42
61339,2,4,0,2.41,47
61335,1,2,0,5.17,39
61024,1,1,17,1.82,27
61337,0,1,0,6.75,11
61347,2,0,0,5.03,16
60938,0,0,0,1.54,9
60274,1,1,0,6.52,10
61342,0,0,0,1.50,6
61345,0,0,0,3.18,3
61343,0,0,0,2.45,5
61346,0,0,0,0.00,4



fielding
player_team_id,position,games_played,put_outs,assists,errors,fielding_percentage
2003,88,111,273,10,.975
2042,68,4,2,0,1.000
2006,86,188,4,7,.965
2035,26,2,2,0,1.000
2024,26,9,9,1,.947
2015,36,46,1,3,.940
2036,43,3,5,0,1.000
2034,3,0,0,0,
2031,1,1,0,0,1.000
2000,107,799,72,7,.992
2038,32,1,3,0,1.000
2040,40,2,4,0,1.000
2037,15,3,3,0,1.000
2023,36,3,17,1,.952
2043,21,1,4,0,1.000
2028,13,5,3,0,1.000
2032,79,3,8,0,1.000
2045,1,1,0,0,1.000
2005,123,173,67,6,.976
2033,25,3,3,0,1.000
2020,2,1,0,0,1.000
2027,27,5,14,2,.905
2001,157,1378,116,4,.997
2014,31,241,20,1,.996
2009,50,89,64,0,1.000
2022,26,20,28,1,.980
2013,31,62,2,1,.985
2049,24,1,2,0,1.000
2019,4,25,0,0,1.000
2012,42,237,20,2,.992
2046,2,0,1,0,1.000
2044,70,5,3,2,.800
2018,9,19,0,0,1.000
2029,7,0,0,0,
2004,142,92,251,20,.945
2039,25,1,0,1,.500
2041,8,0,0,0,
2047,15,0,3,0,1.000
2025,21,6,5,0,1.000
2016,17,17,1,1,.947
2008,116,185,180,8,.979
2011,48,99,0,0,1.000
2017,12,31,1,0,1.000
2021,32,3,18,2,.913
2002,151,241,428,10,.985
2026,13,6,7,0,1.000
2007,137,194,7,7,.966
2030,3,1,2,0,1.000
2010,38,36,2,3,.927
2048,36,1,8,1,.900
4104,16,0,0,0,
4053,94,110,247,13,.965
4059,68,79,154,4,.983
4078,15,4,9,1,.929
4068,13,17,0,0,1.000
4094,6,0,1,0,1.000
4070,8,8,18,1,.963
4096,41,4,6,0,1.000
4088,2,2,1,0,1.000
4064,40,43,86,0,1.000
4093,50,0,3,0,1.000
4086,5,5,5,0,1.000
4037,3,0,0,0,
4098,15,0,2,1,.667
4060,60,72,90,2,.988
4081,22,2,9,1,.917
4050,81,607,29,3,.995
4077,22,4,18,0,1.000
4058,62,82,8,3,.968
4051,158,1305,107,5,.996
4084,20,3,3,0,1.000
4054,127,85,199,18,.940
4105,21,1,0,0,1.000
4085,5,3,4,1,.875
4102,2,1,0,0,1.000
4056,129,351,14,4,.989
4082,14,1,10,0,1.000
4090,65,1,10,0,1.000
4065,32,48,64,6,.949
4089,10,4,4,0,1.000
4055,54,110,1,1,.991
4091,63,5,10,1,.938
4072,4,10,0,0,1.000
4057,151,321,5,4,.988
4100,4,0,0,0,
4079,22,5,5,1,.909
4092,39,0,2,1,.667
4108,36,1,3,0,1.000
4071,5,7,0,0,1.000
4080,11,6,7,0,1.000
4052,98,177,235,13,.969
4061,64,457,23,4,.992
4101,33,0,1,0,1.000
4066,28,179,10,1,.995
4099,21,2,1,0,1.000
4073,2,0,5,0,1.000
4107,7,1,1,0,1.000
4062,56,122,5,1,.992
4067,4,6,4,1,.909
4069,13,20,0,0,1.000
4063,37,44,79,6,.953
4075,30,11,28,1,.975
4106,43,3,3,1,.857
4087,16,3,4,0,1.000
4083,5,2,5,1,.875
4103,3,0,0,0,
4076,27,7,18,0,1.000
4095,46,2,7,1,.900
4097,8,0,2,0,1.000
6127,1,1,0,0,1.000
6117,12,0,5,4,.556
6139,3,0,0,0,
6126,6,11,0,0,1.000
6006,24,21,2,0,1.000
6147,71,5,4,0,1.000
6140,2,0,0,0,
6137,69,1,16,0,1.000
6132,36,4,8,1,.923
6110,155,1330,62,10,.993
6150,16,0,2,0,1.000
6136,14,2,3,0,1.000
6151,14,1,2,0,1.000
6120,70,53,100,3,.981
6128,23,4,14,0,1.000
6131,30,5,14,2,.905
6134,66,1,13,0,1.000
6112,115,140,326,6,.987
6135,22,1,5,0,1.000
6146,12,0,0,0,
6124,14,13,18,0,1.000
6130,30,12,12,2,.923
6115,152,349,4,2,.994
6121,49,323,24,2,.994
6114,91,110,4,0,1.000
6113,157,162,361,13,.976
6125,5,,,,
6141,7,0,0,0,
6143,16,0,3,0,1.000
6129,11,0,8,0,1.000
6142,1,0,0,1,.000
6152,34,1,1,0,1.000
6148,7,0,2,0,1.000
6122,21,56,6,0,1.000
6123,14,76,5,0,1.000
6119,95,117,3,1,.992
6118,82,127,6,0,1.000
6099,9,0,1,0,1.000
6111,162,277,447,8,.989
6069,18,11,0,1,.917
6133,30,5,13,2,.900
6144,5,0,0,1,.000
6116,101,196,12,6,.972
6109,117,871,50,11,.988
6138,24,5,10,3,.833
6145,35,4,8,0,1.000
6149,18,1,5,1,.857
8193,18,0,1,0,1.000
8200,62,2,6,0,1.000
8165,32,55,0,1,.982
8160,157,346,14,1,.997
8156,157,195,355,12,.979
8159,156,365,13,3,.992
8169,22,25,1,1,.963
8182,37,9,6,1,.938
8175,4,6,0,0,1.000
8199,3,0,1,0,1.000
8190,3,0,2,0,1.000
8166,34,258,26,0,1.000
8197,38,2,7,1,.900
8171,25,14,24,2,.950
8164,44,20,58,3,.963
8172,14,76,11,1,.989
8158,90,133,58,4,.979
8198,20,2,3,1,.833
8189,57,0,2,0,1.000
8177,4,3,0,0,1.000
8187,34,3,5,1,.889
8153,74,561,35,1,.998
8196,2,0,0,0,
8174,12,3,10,1,.929
8167,3,5,0,0,1.000
8178,1,0,0,0,
8173,5,2,12,1,.933
8161,1,5,0,0,1.000
8192,5,0,2,1,.667
8186,5,0,0,0,
8155,152,245,362,6,.990
8183,14,0,7,1,.875
8180,33,6,15,1,.955
8179,35,5,22,0,1.000
8154,133,1000,39,4,.996
8194,14,0,1,0,1.000
8184,20,4,11,1,.938
8191,54,4,5,0,1.000
8170,23,8,27,2,.946
8176,2,1,3,1,.800
8201,7,0,0,0,
8157,140,328,216,16,.971
8185,3,0,0,0,
8168,19,89,4,0,1.000
8195,53,3,3,1,.857
8188,50,1,4,1,.833
8163,56,423,25,2,.996
8181,24,8,28,3,.923
8162,69,103,0,0,1.000
8048,33,1,3,0,1.000
10216,41,74,1,0,1.000
10223,31,12,40,3,.945
10210,137,173,283,15,.968
10206,154,176,193,13,.966
10233,2,2,0,0,1.000
10229,50,7,12,2,.905
10219,3,1,3,1,.800
10241,28,2,2,0,1.000
10215,36,59,2,1,.984
10244,3,0,1,0,1.000
10211,74,437,33,6,.987
10234,36,2,4,0,1.000
10217,12,42,7,1,.980
10208,121,219,6,4,.983
10239,68,3,5,0,1.000
10224,30,16,24,1,.976
10226,31,16,30,0,1.000
10209,141,269,5,2,.993
10220,3,3,0,0,1.000
10218,11,10,14,1,.960
10225,29,13,19,0,1.000
10214,41,23,41,5,.928
10222,32,18,17,0,1.000
10141,1,0,1,0,1.000
10202,72,550,37,7,.988
10228,17,3,6,0,1.000
10242,3,0,0,0,
10232,16,2,0,0,1.000
10245,11,0,0,0,
10235,5,0,0,0,
10240,8,0,1,0,1.000
10236,25,0,6,0,1.000
10203,154,1268,126,6,.996
10238,54,7,7,0,1.000
10212,58,433,44,9,.981
10205,148,152,388,14,.975
10221,2,1,0,0,1.000
10243,16,0,3,0,1.000
10207,60,69,1,1,.986
10237,55,5,5,1,.909
10213,70,83,0,0,1.000
10230,29,2,4,1,.857
10227,78,5,11,0,1.000
10231,8,1,2,0,1.000
10204,146,221,251,7,.985
12247,152,1243,84,10,.993
12275,58,2,8,2,.833
12249,99,142,244,14,.965
12257,54,414,21,2,.995
12281,25,1,0,0,1.000
12251,147,232,12,3,.988
12287,3,0,0,0,
12263,18,17,0,0,1.000
12295,3,0,0,0,
12282,4,1,3,0,1.000
12267,1,,,,
12289,53,1,9,0,1.000
12253,156,417,18,5,.989
12250,156,150,295,12,.974
12286,8,1,3,0,1.000
12254,55,118,5,2,.984
12264,16,30,0,0,1.000
12276,24,12,13,0,1.000
12258,54,118,3,2,.984
12291,64,2,9,1,.917
12278,2,1,1,0,1.000
12292,71,3,13,1,.941
12280,29,6,4,0,1.000
12274,11,2,9,0,1.000
12248,92,157,242,9,.978
12293,11,0,0,0,
12256,54,,,,
12261,34,253,11,2,.992
12246,83,584,36,8,.987
12290,9,1,3,0,1.000
12279,12,0,3,0,1.000
12283,25,0,2,0,1.000
12273,32,3,18,1,.955
12272,7,1,3,0,1.000
12294,62,4,6,0,1.000
12271,28,5,11,1,.941
12259,35,47,86,2,.985
12255,84,109,223,8,.976
12269,32,12,19,0,1.000
12260,43,56,90,3,.980
12266,2,16,0,0,1.000
12262,8,27,4,0,1.000
12270,22,6,12,4,.818
12252,66,129,4,2,.985
12285,5,1,0,0,1.000
12265,6,12,1,0,1.000
12268,1,1,0,0,1.000
12284,18,2,1,0,1.000
12288,1,0,0,0,
12277,23,1,6,1,.875
14320,13,6,7,0,1.000
14325,6,3,1,0,1.000
14296,108,817,74,7,.992
14303,95,186,9,5,.975
14308,48,333,17,4,.989
14337,65,2,14,1,.941
14340,23,0,3,1,.750
14299,111,192,300,10,.980
14306,76,111,124,3,.987
14346,7,1,0,0,1.000
14343,5,0,1,0,1.000
14319,20,3,17,0,1.000
14347,6,0,0,0,
14335,45,1,3,2,.667
14301,146,309,16,8,.976
14318,31,5,12,1,.944
14302,115,276,9,3,.990
14333,6,0,1,0,1.000
14307,71,94,1,1,.990
14339,18,0,1,0,1.000
14326,37,8,8,1,.941
14313,13,20,2,0,1.000
14316,2,2,0,0,1.000
14321,14,0,10,0,1.000
14315,5,9,1,0,1.000
14331,35,10,5,1,.938
14342,5,0,2,0,1.000
14332,3,0,3,0,1.000
14310,13,92,6,1,.990
14336,7,0,3,0,1.000
14329,5,1,1,1,.667
14345,64,2,3,0,1.000
14312,10,11,8,0,1.000
14341,10,1,2,0,1.000
14305,62,93,88,3,.984
14298,138,249,345,14,.977
14338,27,3,2,0,1.000
14323,10,3,7,0,1.000
14309,18,23,22,1,.978
14328,18,2,7,0,1.000
14304,67,136,5,3,.979
14311,15,29,1,0,1.000
14322,15,4,5,0,1.000
14327,32,2,1,0,1.000
14344,2,0,1,0,1.000
14324,8,1,2,0,1.000
14317,34,5,12,0,1.000
14300,152,106,274,23,.943
14297,154,1168,107,8,.994
14314,4,4,0,0,1.000
14334,70,1,6,0,1.000
14330,4,2,0,0,1.000
16383,19,0,0,1,.000
16366,7,18,0,0,1.000
16381,67,3,6,0,1.000
16357,58,75,6,2,.976
16386,19,4,4,1,.889
16390,10,1,1,0,1.000
16370,35,17,19,0,1.000
16363,11,18,1,0,1.000
16360,31,42,3,0,1.000
16374,25,6,22,0,1.000
16375,20,0,5,0,1.000
16354,121,199,7,3,.986
16372,17,4,3,0,1.000
16373,11,0,2,0,1.000
16365,8,10,0,0,1.000
16362,13,22,0,0,1.000
16376,29,1,3,0,1.000
16352,128,235,9,5,.980
16382,7,0,1,0,1.000
16385,8,0,2,0,1.000
16359,67,359,28,3,.992
16348,73,539,32,3,.995
16364,17,7,8,0,1.000
16379,7,0,0,0,
16361,33,53,2,1,.982
16378,4,0,1,0,1.000
16146,21,0,1,0,1.000
16350,151,198,422,12,.981
16369,32,19,17,1,.973
16351,155,215,447,12,.982
16384,53,1,2,0,1.000
16167,52,44,34,4,.951
16387,53,5,3,0,1.000
16380,4,0,3,0,1.000
16377,26,2,1,0,1.000
16367,9,21,2,1,.958
16392,2,1,0,0,1.000
16349,98,831,52,13,.985
16353,109,183,6,2,.990
16389,62,7,14,0,1.000
16358,61,476,29,2,.996
16391,2,0,1,0,1.000
16101,151,136,191,7,.979
16371,25,5,9,1,.933
16355,64,513,53,5,.991
16388,75,6,6,0,1.000
16368,30,16,22,3,.927
16356,68,43,128,7,.961
18403,68,68,138,6,.972
18419,19,3,29,2,.941
18397,160,99,378,13,.973
18406,43,47,3,1,.980
18425,15,0,3,0,1.000
18415,32,12,31,2,.956
18399,138,293,4,3,.990
18421,17,3,4,2,.778
18433,19,2,2,0,1.000
18409,18,110,9,2,.983
18438,19,3,4,1,.875
18416,27,13,22,2,.946
18404,59,79,4,2,.976
18401,67,176,101,7,.975
18435,63,2,5,2,.778
18427,2,0,1,1,.500
18408,23,134,11,1,.993
18426,40,5,3,0,1.000
18400,148,251,8,3,.989
18417,29,8,10,1,.947
18437,6,1,5,1,.857
18429,2,0,0,0,
18422,8,3,2,1,.833
18393,79,554,38,7,.988
18395,146,276,422,6,.991
18430,66,0,9,1,.900
18423,40,4,5,1,.900
18424,6,1,3,0,1.000
18432,57,4,1,0,1.000
18428,40,3,2,0,1.000
18431,30,1,5,0,1.000
18410,12,89,7,2,.980
18434,24,1,3,0,1.000
18439,34,3,0,0,1.000
18398,98,236,16,5,.981
18413,8,26,1,0,1.000
18407,30,153,5,1,.994
18436,44,1,1,1,.667
18402,54,66,6,3,.960
18394,115,939,79,7,.993
18418,27,3,14,3,.850
18420,29,6,16,1,.957
18396,96,139,293,10,.977
18411,11,14,0,0,1.000
18412,10,5,7,1,.923
18405,66,451,39,7,.986
18414,2,1,0,1,.500
20451,61,54,39,6,.939
20053,25,22,35,0,1.000
20473,20,1,5,1,.857
20441,148,1188,95,7,.995
20444,108,66,184,9,.965
20452,50,79,2,1,.988
20468,14,6,4,0,1.000
20465,26,16,13,1,.967
20453,30,59,1,0,1.000
20466,50,1,6,0,1.000
20477,21,2,4,0,1.000
20460,1,3,1,0,1.000
20443,136,180,389,5,.991
20456,11,9,6,0,1.000
20478,3,2,0,0,1.000
20442,151,303,432,9,.988
20482,54,2,4,0,1.000
20458,8,5,12,0,1.000
20472,5,0,1,0,1.000
20447,118,201,3,6,.971
20448,5,36,0,0,1.000
20446,91,223,0,4,.982
20440,99,756,44,4,.995
20455,28,17,35,0,1.000
20476,4,1,2,0,1.000
20454,26,38,4,3,.933
20464,14,4,4,1,.889
20467,6,1,1,0,1.000
20481,24,11,15,0,1.000
20459,2,5,0,0,1.000
20470,61,6,3,1,.900
20450,102,130,85,2,.991
20469,37,1,2,0,1.000
20471,56,3,4,1,.875
20449,78,524,22,5,.991
20461,35,13,13,2,.929
20479,6,0,2,0,1.000
20445,150,267,4,4,.985
20474,19,0,4,0,1.000
20462,34,7,29,1,.973
20475,62,4,7,0,1.000
20457,5,35,0,0,1.000
20480,66,1,4,0,1.000
20463,19,2,17,2,.905
22485,148,206,363,7,.988
22494,45,36,94,10,.929
22483,113,872,54,4,.996
22512,9,3,1,0,1.000
22486,153,202,426,14,.978
22517,48,5,10,0,1.000
22504,1,0,1,0,1.000
22508,26,5,8,1,.929
22523,47,1,4,0,1.000
22514,15,2,0,0,1.000
22513,31,13,12,1,.962
22506,32,11,18,2,.935
22491,55,448,34,2,.996
22515,69,4,5,0,1.000
22489,78,157,7,1,.994
22484,132,701,150,8,.991
22497,27,48,34,1,.988
22524,59,6,14,0,1.000
22520,14,1,1,0,1.000
22519,66,9,7,0,1.000
22499,38,46,1,2,.959
22521,22,3,3,1,.857
22498,44,36,7,2,.956
22509,26,5,27,0,1.000
22501,14,64,7,1,.986
22492,105,203,9,1,.995
22507,14,9,10,0,1.000
22505,33,11,19,0,1.000
22502,8,5,13,1,.947
22510,11,10,8,0,1.000
22511,60,2,6,1,.889
22525,3,1,1,0,1.000
22522,10,2,2,0,1.000
22488,103,173,13,0,1.000
22496,35,214,13,2,.991
22516,5,0,0,0,
22518,60,2,7,1,.900
22490,149,308,12,2,.994
22503,8,22,0,0,1.000
22495,21,23,0,1,.958
22487,86,115,149,6,.978
22493,62,411,26,4,.991
22500,13,9,23,1,.970
24553,17,1,2,1,.750
24543,17,20,0,0,1.000
24539,55,290,16,6,.981
24532,101,257,3,3,.989
24536,49,54,117,1,.994
24546,4,9,0,0,1.000
24530,127,77,216,16,.948
24566,45,1,4,0,1.000
24544,7,13,0,0,1.000
24548,42,1,18,3,.864
24535,95,196,11,2,.990
24541,18,39,0,0,1.000
24529,162,221,426,14,.979
24559,36,2,8,2,.833
24542,12,23,1,1,.960
24550,33,5,12,3,.850
24531,126,222,6,2,.991
24547,2,3,0,0,1.000
24560,72,2,7,0,1.000
24564,40,0,3,0,1.000
24527,154,1240,74,6,.995
24537,39,66,102,4,.977
24552,33,9,8,0,1.000
24563,10,1,2,0,1.000
24555,6,2,2,0,1.000
24528,80,130,167,5,.983
24561,3,1,1,0,1.000
24538,47,78,101,4,.978
24534,12,54,3,0,1.000
24540,26,29,40,2,.972
24562,50,2,10,3,.800
24545,6,17,2,0,1.000
24533,122,235,6,4,.984
24526,129,992,77,4,.996
24556,13,0,1,0,1.000
24554,70,5,15,0,1.000
