teams
team_name,record,conference,division,manager
Arizona Diamondbacks,"69-93,",National,West,Chip Hale
Atlanta Braves,"68-93,",National,East,Fredi Gonzalez
Baltimore Orioles,"89-73,",American,East,Buck Showalter
Boston Red Sox,"93-69,",American,East,John Farrell
Chicago Cubs,"103-58,",National,Central,Joe Maddon
Chicago White Sox,"78-84,",American,Central,Robin Ventura
Cincinnati Reds,"68-94,",National,Central,Bryan Price
Cleveland Indians,"94-67,",American,Central,Terry Francona
Colorado Rockies,"75-87,",National,West,Walt Weiss
Detroid Tigers,"86-75,",American,Central,Brad Ausmus
Houston Astros,"84-78,",American,West,A.J. Hinch
Kansas City Royals,"81-81,",American,Central,Ned Yost
Los Angeles Angels of Anaheim,"74-88,",American,West,Mike Scioscia
Los Angeles Dodgers,"91-71,",National,West,Dave Roberts
Miami Marlins,"79-82,",National,East,Don Mattingly
Milwaukee Brewers,"73-89,",National,Central,Craig Counsell
Minnesota Twins,"59-103,",American,Central,Paul Molitor
New York Mets,"87-75,",National,East,Terry Collins
New York Yankees,"84-78,",American,East,Joe Girardi
Oakland Athletics,"69-93,",American,West,Bob Melvin
Philadelphia Phillies,"71-91,",National,East,Pete Mackanin
Pittsbugh Pirates,"78-83,",National,Central,Clint Hurdle
San Diego Padres,"68-94,",National,West,Andy Green
San Francisco Giants,"87-75,",National,West,Bruce Bochy
Seattle Mariners,"86-76,",American,West,Scott Servais
St. Louis Cardinals,"86-76,",National,Central,Mike Matheny
Tampa Bay Rays,"68-94,",American,East,Kevin Cash
Texas Rangers,"95-67,",American,West,Jeff Banister
Toronto Blue Jays,"89-73,",American,East,John Gibbons
Washington Nationals,"95-67,",National,East,Dusty Baker



players
player_id,first_name,last_name,position,bats,throws,contract_status,full_legal_name
1253,Nick,Martinez,Pitcher,Left,Right,Pre-Arb Eligible,Nicholas Andres Martinez 
1254,A.J.,Griffin,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$2M (17)",Arthur Joseph Griffin 
1255,Shawn,Tolleson,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$1M (17)",Shawn Mark Tolleson 
1256,Cesar,Ramos,Pitcher,Left,Left,3rd-Year Arb Eligible,Cesar Ramos 
1257,Tanner,Scheppers,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$975k (17)",Tanner Ross Scheppers 
1258,Luke,Jackson,Pitcher,Right,Right,Pre-Arb Eligible,Luke Ray Jackson 
1259,Alex,Claudio,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$545k (17)",Alexander Claudio 
1260,Keone,Kela,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$543k (17)",Keone Cole Kela 
1261,Andrew,Faulkner,Pitcher,Right,Left,Pre-Arb Eligible,Andrew Michael Faulkner 
1262,Matt,Bush,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Matthew Brian Bush 
1263,Sam,Dyson,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.52M (17)",Samuel Isaac Dyson 
1264,Jake,Diekman,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$2.55M (17)",Jacob Tanner Diekman 
1265,Michael,Roth,Pitcher,Left,Left,Pre-Arb Eligible,Michael Thomas Roth 
1266,Yohander,Mendez,Pitcher,Left,Left,Pre-Arb Eligible,Yohander Manuel (Ortega) Mendez 
1267,Colby,Lewis,Pitcher,Right,Right,Contract Info Unavailable,Colby Preston Lewis 
1268,Jose,Leclerc,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$536k (17)",Jose Ramon Leclerc 
1269,Kyle,Lohse,Pitcher,Right,Right,Contract Info Unavailable,Kyle Matthew Lohse 
1270,Chi,Chi Gonzalez
1271,Tony,Barnette,Pitcher,Right,Right,"Signed thru 2017, 2 yrs/$3.5M (16-17) & 18 team option",Anthony Lee Barnette 
1272,Russell,Martin,Catcher,Right,Right,"Signed thru 2019, 5 yrs/$82M (15-19)",Russell Nathan Coltrane (Jeanson) Martin 
1273,Justin,Smoak,First Baseman,Both,Left,"Signed thru 2018, 2 yrs/$8.5M (17-18) & 19 team option",Justin Kyle Smoak 
1274,Devon,Travis,Second Baseman,Right,Right,"Signed thru 2017, 1 yr/$545k (17)",Devon Anthony Travis 
1275,Troy,Tulowitzki,Shortstop,Right,Right,"Signed thru 2020, 6 yrs/$118M (15-20) & 21 team option",Troy Trever Tulowitzki 
1276,Josh,Donaldson,Second Baseman,Left,Right,Contract Info Unavailable,John David Donaldson 
1277,Michael,Saunders,Outfielder,Left,Right,"Signed thru 2017, 1 yr/$9M (17) & 18 team option",Michael Edward Brett Saunders 
1278,Kevin,Pillar,Centerfielder,Right,Right,"Signed thru 2017, 1 yr/$555k (17)",Kevin Andrew Pillar 
1279,Jose,Bautista,Pitcher,Right,Right,Contract Info Unavailable,Jose Joaquin (Arias) Bautista 
1280,Edwin,Encarnacion,"Third Baseman, Designated Hitter and First Baseman",Right,Right,"Signed thru 2019, 3 yrs/$60M (17-19) & 20 team option",Edwin Elpidio Encarnacion 
1281,Ezequiel,Carrera,Outfielder,Left,Left,"Signed thru 2017, 1 yr/$1.16M (17)",Ezequiel Manuel (Reyes) Carrera 
1282,Darwin,Barney,"Second Baseman, Shortstop and Third Baseman",Right,Right,"Signed thru 2017, 1 yr/$2.89M (17)",Darwin James Kunane Barney 
1283,Ryan,Goins,"Second Baseman, Shortstop and Third Baseman",Left,Right,"Signed thru 2017, 1 yr/$548k (17)",Ryan Matthew Goins 
1284,Josh,Thole,Catcher,Left,Right,Contract Info Unavailable,Joshua Michael Thole 
1285,Junior,Lake,Outfielder,Right,Right,Pre-Arb Eligible,Junior Osvaldo Lake 
1286,Chris,Colabello,First Baseman and Outfielder,Right,Right,Pre-Arb Eligible,Christopher Adrian Colabello 
1287,Darrell,Ceciliani,Outfielder and Pinch Hitter,Left,Left,Pre-Arb Eligible,Darrell Albert Ceciliani 
1288,Matt,Dominguez,Third Baseman,Right,Right,Pre-Arb Eligible,Matthew Scott Dominguez 
1289,Andy,Burns,"Pinch Hitter, Third Baseman and First Baseman",Right,Right,Contract Info Unavailable,Andrew David Burns 
1290,Dalton,Pompey,Outfielder and Pinch Runner,Both,Right,"Signed thru 2017, 1 yr/$539k (17)",Dalton Kenrick Pompey 
1291,Aaron,Sanchez,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$535k (17)",Aaron Jacob Sanchez 
1292,J.A.,Happ,Pitcher,Left,Left,"Signed thru 2018, 3 yrs/$36M (16-18)",James Anthony Happ 
1293,Marcus,Stroman,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$3.4M (17)",Marcus Earl Stroman 
1294,Marco,Estrada,Pitcher,Right,Right,"Signed thru 2017, 2 yrs/$26M (16-17)",Marco Rene Estrada 
1295,Gavin,Floyd,Pitcher,Right,Right,Contract Info Unavailable,Gavin Christopher Floyd 
1296,R.A.,Dickey
1297,Joe,Biagini,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$543k (17)",Joseph Carlo Biagini 
1298,Chad,Girodo,Pitcher,Left,Left,Pre-Arb Eligible,Chad Alan Girodo 
1299,Ryan,Tepera,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$543k (17)",Dennis Ryan Tepera 
1300,Scott,Diamond,Pitcher,Left,Left,Contract Info Unavailable,Scott Michael Diamond 
1301,Brett,Cecil,Pitcher,Right,Left,"Signed thru 2020, 4 yrs/$30.5M (17-20)",Brett Aarion Cecil 
1302,Matt,Dermody,Pitcher,Right,Left,Pre-Arb Eligible,Matthew Phillip Dermody 
1303,Franklin,Morales,Pitcher,Left,Left,Contract Info Unavailable,Franklin Miguel Morales 
1304,Aaron,Loup,Pitcher,Left,Left,"Signed thru 2017, 1 yr/$1.13M (17)",Aaron Christopher Loup 
1305,Bo,Schultz,Pitcher,Right,Left,Contract Info Unavailable,Robert Duffy Schultz 
1306,Danny,Barnes,Pitcher,Left,Right,Pre-Arb Eligible,Daniel J. Barnes 
1307,Dustin,Antolin,Pitcher,Right,Right,Pre-Arb Eligible,Dustin Kamakana Mai Ku'u Makualani Antolin 
1308,Arnold,Leon,Pitcher,Right,Right,Contract Info Unavailable,Alex Arnold Leon 
1309,Roberto,Osuna,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$552k (17)",Roberto (Quintero) Osuna 
1310,Wilson,Ramos
1311,Ryan,Zimmerman,Third Baseman and First Baseman,Right,Right,"Signed thru 2019, 11 yrs/$135M (09-19) & 20 team option",Ryan Wallace Zimmerman 
1312,Daniel,Murphy,Catcher,Unknown,Unknown,Contract Info Unavailable,Daniel Joseph Murphy 
1313,Danny,Espinosa,Second Baseman and Shortstop,Both,Right,"Signed thru 2017, 1 yr/$5.43M (17)",Daniel Richard Espinosa 
1314,Anthony,Rendon,Third Baseman and Second Baseman,Right,Right,"Signed thru 2017, 1 yr/$5.8M (17)",Anthony Michael Rendon 
1315,Jayson,Werth,Outfielder,Right,Right,"Signed thru 2017, 7 yrs/$126M (11-17)",Jayson Richard Gowan Werth 
1316,Ben,Revere,Outfielder,Left,Right,"Signed thru 2017, 1 yr/$4M (17)",Ben Daniel Revere 
1317,Bryce,Harper,Catcher and Leftfielder,Right,Right,Contract Info Unavailable,Brian David Harper 
1318,Trea,Turner,"Centerfielder, Second Baseman and Shortstop",Right,Right,"Signed thru 2017, 1 yr/$555k (17)",Trea Vance Turner 
1319,Michael,Taylor,Outfielder,Right,Right,Contract Info Unavailable,Michael David Taylor 
1320,Clint,Robinson,"Pinch Hitter, First Baseman and Leftfielder",Left,Left,Pre-Arb Eligible,Clinton Michael Robinson 
1321,Stephen,Drew,Shortstop and Second Baseman,Left,Right,"Signed thru 2017, 1 yr/$3.5M (17)",Stephen Oris Drew 
1322,Chris,Heisey,Outfielder and Pinch Hitter,Right,Right,"Signed thru 2017, 1 yr/$1.4M (17)",Chris J. Heisey 
1323,Jose,Lobaton,Catcher,Both,Right,"Signed thru 2017, 1 yr/$1.58M (17)",Jose Manuel Lobaton 
1324,Wilmer,Difo,"Pinch Hitter, Shortstop and Second Baseman",Both,Right,"Signed thru 2017, 1 yr/$538k (17)",Wilmer Francisco (Santos) Difo 
1325,Brian,Goodwin,Outfielder and Pinch Hitter,Left,Right,Pre-Arb Eligible,Brian Christopher Goodwin 
1326,Matt,den Dekker,Outfielder and Pinch Hitter,Left,Left,Pre-Arb Eligible,Matthew G. den Dekker 
1327,Pedro,Severino,Catcher,Right,Right,Pre-Arb Eligible,Pedro (De Leon) Severino 
1328,Spencer,Kieboom,Pinch Hitter,Right,Right,Pre-Arb Eligible,Spencer John Kieboom 
1329,Max,Scherzer,Pitcher,Right,Right,"Signed thru 2021, 7 yrs/$210M (15-21)",Maxwell M. Scherzer 
1330,Tanner,Roark,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$4.32M (17)",Tanner B. Roark 
1331,Gio,Gonzalez,Pitcher,Right,Left,"Signed thru 2017, 6 yrs/$53.5M (12-17) & 18 vesting option",Giovany Aramis Gonzalez 
1332,Stephen,Strasburg,Pitcher,Right,Right,"Signed thru 2023, 7 yrs/$175M (17-23)",Stephen James Strasburg 
1333,Joe,Ross,Pitcher,Right,Right,Pre-Arb Eligible,Joseph Andrew Ross 
1334,Reynaldo,Lopez,Pitcher,Right,Right,Pre-Arb Eligible,Reynaldo Starling (Kely) Lopez 
1335,A.J.,Cole,Pitcher,Right,Right,Pre-Arb Eligible,Andrew Jordan Cole 
1336,Yusmeiro,Petit,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$2.25M (17)",Yusmeiro Alberto Petit 
1337,Lucas,Giolito,Pitcher,Right,Right,Pre-Arb Eligible,Lucas Frost Giolito 
1338,Matt,Belisle,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$2.05M (17)",Matthew Thomas Belisle 
1339,Sammy,Solis,Pitcher,Right,Left,"Signed thru 2017, 1 yr/$546k (17)",Samuel Robert Solis 
1340,Oliver,Perez,Pitcher,Left,Left,"Signed thru 2017, 2 yrs/$7M (16-17)",Oliver (Martinez) Perez 
1341,Shawn,Kelley,Pitcher,Right,Right,"Signed thru 2018, 3 yrs/$15M (16-18)",Shawn Andrew Kelley 
1342,Trevor,Gott,Pitcher,Right,Right,Pre-Arb Eligible,Trevor Vaughan Gott 
1343,Rafael,Martin,Pitcher,Right,Right,Contract Info Unavailable,Raymond Joseph Martin 
1344,Blake,Treinen,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$564k (17)",Blake M. Treinen 
1345,Sean,Burnett,Pitcher,Left,Left,Contract Info Unavailable,Sean Richard Burnett 
1346,Matt,Grace,First Baseman,Left,Left,Contract Info Unavailable,Mark Eugene Grace 
1347,Koda,Glover,Pitcher,Right,Right,"Signed thru 2017, 1 yr/$538k (17)",Koda James Glover 
1348,Jonathan,Papelbon,Pitcher,Right,Right,Contract Info Unavailable,Jonathan Robert Papelbon 



pitching
player_team_id,wins,losses,saves,innings_pitched,earned_run_average,strikeouts
2021,8,15,0,4.90,218
2022,13,7,0,4.37,134
2023,5,13,1,5.15,131
2024,8,9,0,5.02,143
2025,3,12,0,6.15,70
2026,4,5,0,5.27,43
2048,2,3,18,2.82,27
2032,5,2,0,4.44,68
2044,3,2,5,5.22,58
2042,1,2,4,3.49,56
2036,1,2,1,5.66,43
2027,5,4,0,6.39,60
2028,4,5,0,4.26,54
2040,2,3,1,4.30,46
2039,0,1,0,6.33,23
2035,0,2,0,7.30,17
2033,1,2,0,7.23,17
2038,0,1,0,6.75,28
2037,1,0,0,4.84,17
2029,1,1,1,2.00,10
2047,0,1,0,8.80,9
2049,0,0,0,4.91,15
2043,0,1,0,6.75,10
2030,1,0,0,1.80,7
2041,1,0,0,15.00,3
2031,0,0,0,3.18,4
2034,0,0,0,2.08,3
2046,0,0,0,9.00,2
2045,0,0,0,4.50,2
4075,7,10,0,3.21,167
4076,7,13,1,5.00,115
4077,9,5,0,4.31,111
4078,2,7,0,7.59,46
4080,2,3,0,6.04,27
4090,2,6,20,3.06,68
4091,2,0,0,3.18,56
4106,1,4,10,4.42,50
4095,3,0,0,3.58,28
4093,1,0,0,3.18,35
4079,3,7,0,4.22,60
4081,0,7,0,4.88,37
4082,2,4,0,5.88,26
4084,1,4,0,4.86,49
4096,5,1,6,2.82,32
4087,1,1,0,5.45,23
4101,2,2,0,3.58,33
4108,2,1,0,3.94,29
4085,2,2,0,3.38,21
4092,1,4,0,6.91,22
4086,1,2,0,5.40,27
4083,1,2,0,6.57,25
4089,0,3,0,5.82,7
4099,1,0,0,3.60,26
4037,2,0,0,2.37,16
4098,2,0,0,4.24,16
4105,1,2,2,5.29,23
4104,3,1,0,3.00,28
4088,1,1,0,8.00,6
4094,1,1,0,5.14,4
4097,0,0,0,6.43,4
4107,0,0,0,1.35,3
4100,0,0,0,5.40,2
4103,0,0,0,0.00,4
4102,0,0,0,33.75,1
6131,9,12,0,3.61,174
6133,16,6,0,3.77,140
6130,8,12,1,5.44,125
6128,6,8,0,5.42,85
6138,4,6,0,5.27,55
6149,3,4,0,5.79,50
6137,2,1,47,0.54,74
6132,10,6,0,4.02,104
6145,2,2,1,3.53,56
6147,10,4,2,2.05,92
6134,8,2,0,3.13,96
6129,2,5,0,6.17,55
6152,3,1,3,3.77,38
6150,0,2,0,5.60,17
6143,2,2,0,6.93,7
6135,0,0,0,0.49,12
6136,1,0,0,4.00,21
6151,1,0,0,4.05,10
6146,0,0,0,2.19,6
6099,1,0,0,3.72,11
6148,0,0,0,9.95,4
6141,0,0,0,12.00,1
6144,1,0,0,5.79,5
6140,0,0,0,13.50,3
6139,0,0,0,0.00,3
6142,0,0,0,13.50,4
6120,0,0,0,18.00,0
8179,17,9,0,3.99,228
8180,22,4,0,3.15,189
8181,13,6,0,3.33,127
8182,8,10,0,4.78,93
8184,3,7,0,4.71,100
8183,3,5,0,4.59,71
8189,2,6,31,3.40,83
8200,4,3,1,4.05,71
8191,3,2,0,3.25,56
8195,3,2,0,4.17,54
8188,2,3,7,3.45,63
8197,4,1,0,2.65,47
8198,4,0,0,5.18,48
8048,2,4,4,1.52,31
8187,0,1,0,3.77,25
8186,0,2,0,6.95,21
8192,2,0,0,6.75,13
8194,0,0,0,6.23,15
8193,0,2,0,6.39,12
8190,0,1,0,12.91,3
8201,1,0,0,0.00,5
8199,0,1,0,3.60,3
8185,0,0,0,0.00,2
8196,0,0,0,23.63,2
8177,0,0,0,0.00,0
10222,19,5,0,2.44,197
10223,18,8,0,3.10,190
10226,16,8,0,2.13,170
10225,11,8,0,3.35,180
10224,15,10,0,3.83,144
10238,2,3,18,3.53,58
10229,4,4,0,2.74,66
10227,4,0,0,2.95,47
10239,2,1,0,4.10,65
10237,2,2,0,2.85,60
10228,1,1,0,2.82,38
10234,0,1,2,3.75,52
10230,3,2,0,5.91,27
10241,1,1,16,1.01,46
10232,1,1,0,5.48,22
10231,1,0,0,1.13,17
10243,1,1,0,2.51,15
10236,0,1,1,6.43,7
10245,0,0,1,4.00,13
10240,0,0,0,4.70,10
10233,1,0,0,1.50,4
10235,0,1,0,9.00,5
10141,0,0,0,18.00,2
10244,0,0,0,3.86,2
10242,1,0,0,0.00,4
10202,0,0,0,6.75,0
12269,17,10,0,3.34,233
12273,13,12,0,3.20,181
12271,9,10,0,4.04,168
12276,5,8,0,3.73,95
12270,4,12,0,6.77,78
12274,6,2,0,4.62,32
12294,5,3,37,3.47,75
12292,5,3,3,2.29,80
12291,4,3,1,2.08,46
12275,2,6,0,6.31,30
12289,2,0,1,2.63,42
12277,1,0,0,3.00,30
12272,0,1,0,8.46,16
12280,0,1,1,2.63,25
12283,1,0,0,2.30,30
12281,2,2,0,6.39,20
12284,1,2,0,6.57,18
12282,0,4,0,7.25,16
12279,0,1,0,5.50,15
12278,0,2,0,6.94,11
12286,0,2,0,8.49,10
12293,1,0,0,4.35,6
12290,0,0,0,4.50,7
12285,0,0,0,6.23,1
12287,0,0,0,11.57,2
12295,0,0,0,10.80,0
12252,0,0,0,9.00,0
12288,0,0,0,0.00,3
14317,14,8,0,3.76,162
14318,10,11,0,3.98,145
14319,9,5,0,3.28,105
14321,1,7,0,6.43,58
14320,4,4,0,4.00,47
14322,2,7,0,9.36,39
14337,2,5,17,4.14,49
14326,3,2,6,2.53,83
14334,6,5,1,3.99,81
14345,5,7,2,4.66,68
14335,1,1,0,3.14,37
14327,3,3,0,4.68,48
14331,2,1,0,2.88,48
14323,0,7,0,7.36,43
14328,0,1,0,4.35,42
14324,2,3,0,6.08,31
14338,1,3,1,6.40,28
14340,0,3,0,7.40,21
14325,2,3,0,6.65,27
14329,0,3,0,8.02,10
14339,1,2,1,13.50,15
14330,0,2,0,7.62,6
14336,0,0,0,6.30,9
14333,0,0,0,8.38,8
14332,0,1,0,11.00,8
14346,0,0,0,6.75,10
14341,0,0,0,8.59,5
14347,0,0,0,9.45,3
14343,0,0,0,11.12,2
14342,0,0,0,6.23,1
14344,0,0,0,19.29,2
14307,0,0,0,0.00,0
16369,18,9,0,3.14,227
16370,12,8,0,4.26,168
16368,13,9,0,4.40,118
16374,11,8,0,3.32,150
16371,11,6,0,3.87,161
16381,3,5,32,2.51,87
16389,5,1,1,1.53,57
16388,2,5,1,3.24,69
16387,3,2,0,3.44,54
16384,2,1,0,3.12,36
16386,2,5,0,6.68,54
16372,3,3,0,5.26,50
16377,4,0,3,1.55,46
16146,2,2,0,3.74,17
16375,0,0,0,2.25,18
16383,0,0,0,9.82,17
16376,0,0,0,5.06,17
16380,1,0,0,1.64,6
16390,0,0,0,2.53,7
16373,1,3,0,7.20,10
16385,0,0,0,4.82,12
16382,0,0,0,5.79,3
16392,0,0,0,11.57,5
16391,0,0,0,7.36,3
16379,1,0,0,21.00,4
16359,0,0,0,12.00,0
16378,0,0,0,3.38,2
18415,14,8,0,4.79,138
18417,10,10,0,4.61,185
18416,12,9,0,3.87,117
18418,8,9,0,5.51,108
18419,5,6,0,3.54,99
18432,2,3,15,4.73,38
18423,4,5,1,5.83,32
18435,3,7,11,5.24,59
18430,2,5,1,3.69,57
18436,2,0,0,5.23,22
18420,3,5,0,3.74,69
18421,2,5,0,7.17,47
18428,1,1,0,5.70,45
18426,2,1,1,5.31,32
18422,0,4,0,4.88,22
18439,1,3,7,2.67,35
18434,1,1,1,5.19,20
18425,1,3,0,8.39,22
18431,0,1,0,4.94,24
18424,1,1,0,5.23,15
18433,1,0,0,9.19,17
18438,0,0,0,6.14,12
18437,0,0,0,9.31,7
18427,0,0,0,12.27,0
18429,0,0,0,13.50,1
20462,16,9,0,3.04,254
20465,11,7,0,3.06,132
20461,7,13,0,5.87,135
20481,4,10,0,5.07,56
20463,9,7,0,4.87,66
20473,6,5,0,4.53,82
20470,3,4,44,3.24,52
20475,4,0,0,2.96,49
20480,4,5,1,4.14,65
20471,4,2,0,3.07,35
20482,1,3,0,7.11,49
20464,4,2,0,3.38,71
20466,5,4,2,5.82,59
20469,5,2,0,2.97,45
20468,0,1,0,4.60,27
20477,1,0,0,3.51,20
20474,1,0,0,7.11,10
20479,1,1,0,7.45,10
20476,0,0,0,4.32,8
20467,0,0,0,6.75,4
20478,0,0,0,1.93,1
20472,0,0,0,16.88,2
20450,0,0,0,0.00,0
22505,13,10,0,4.34,177
22506,12,13,0,4.64,115
22513,11,8,0,4.48,134
22509,9,12,0,4.55,144
22507,6,5,0,3.22,106
22515,2,5,15,4.11,102
22519,1,2,12,2.25,69
22524,4,3,15,3.28,67
22511,2,2,0,3.06,43
22518,1,2,1,4.95,40
22517,4,4,1,2.16,104
22523,8,1,0,4.43,95
22508,5,3,0,2.90,42
22510,4,4,0,4.06,55
22522,0,1,0,3.69,28
22521,1,1,0,4.50,28
22514,0,0,0,6.89,20
22520,1,0,0,3.52,16
22516,0,1,0,15.12,3
22512,0,0,0,9.00,6
22525,0,1,0,5.14,2
22501,0,0,0,9.00,0
22493,0,0,0,9.00,0
24552,11,11,0,3.68,184
24549,10,11,0,5.37,139
24551,11,12,0,4.45,144
24548,12,3,0,3.51,188
24566,2,1,27,1.87,47
24560,2,6,12,2.75,86
24554,5,8,1,4.05,68
24562,2,0,0,3.43,34
24564,2,3,0,3.86,40
24550,8,9,0,4.68,89
24162,3,9,1,6.19,94
24559,1,2,0,2.60,44
24558,6,0,0,4.22,30
24555,1,3,0,7.77,18
24557,2,2,0,1.23,30
24553,0,0,0,3.32,16
24556,2,1,0,9.24,13
24565,0,0,0,2.25,11
24563,1,0,0,6.48,7
24561,0,0,0,13.50,4
24539,0,0,0,0.00,1
26589,12,12,0,5.06,103
26592,9,13,0,3.88,143
26590,10,4,0,4.25,107
26086,5,6,0,4.68,92
26593,4,6,0,3.21,51
26591,3,2,0,3.56,68
26603,3,2,9,6.45,14
26594,1,3,0,3.45,51
26607,3,6,6,4.47,45
26609,2,2,0,4.37,49
26612,2,0,1,1.12,51
26595,3,0,0,3.21,36
26606,3,4,0,4.17,50
26338,2,1,1,2.91,31
26604,2,6,0,9.16,32
26605,1,0,0,3.11,14
26243,1,4,6,3.82,25
26614,1,3,0,2.34,34
26330,1,3,0,5.40,15
26611,0,2,0,5.84,17
26613,2,3,0,4.24,22
26597,1,2,0,4.57,24
26596,1,1,0,8.55,16
26601,1,0,0,5.40,14
26600,0,0,6,2.38,8
26599,1,0,0,1.04,9
26598,0,0,0,5.68,4
26602,0,1,0,6.00,7
26608,0,2,0,11.81,3
26610,0,0,0,4.50,1
28639,16,11,0,3.48,179
28641,12,4,0,1.69,172
28640,10,6,0,4.56,134
28642,5,9,0,3.96,74
28643,5,2,0,3.39,84
28663,3,2,47,1.83,104
28664,7,2,0,2.48,80
28657,3,2,0,3.04,83
28652,1,1,0,4.09,44
28659,2,1,0,4.69,45
28644,1,4,0,3.73,66
28661,2,2,0,3.38,47
28079,3,3,0,6.54,42
28650,5,4,0,5.53,43
28645,2,3,0,4.95,44
28646,3,2,0,1.83,39
28647,2,2,0,5.79,25
28648,1,4,0,6.83,25
28656,0,1,0,2.05,39
28665,1,0,0,4.21,21
28666,0,1,0,4.21,23
28658,3,0,0,3.20,28
28514,1,0,0,2.79,22
28649,2,0,0,6.35,15
28651,1,2,0,11.91,5
28667,0,0,0,0.93,13
28662,0,0,0,3.24,4
28654,0,1,0,11.57,4
28653,0,0,0,0.00,3
28655,0,1,0,11.25,3
28660,0,1,0,5.40,0
30689,16,8,0,2.86,253
30690,9,13,0,4.33,147
30692,8,6,0,3.85,124
30691,5,5,0,4.96,100
30693,3,6,0,4.99,37
30695,1,4,0,5.98,45
30711,1,4,40,2.81,73
30696,7,6,4,2.28,114
30704,6,3,0,2.85,113
30699,1,3,1,2.82,63
30714,6,1,0,3.40,38
30694,4,9,1,6.13,58
30713,4,3,0,3.14,42
30712,2,3,8,5.89,41
30705,4,2,0,2.45,32
30697,0,1,0,5.95,11
30706,0,0,1,3.06,13
30715,0,0,0,2.30,8
30707,0,1,0,7.07,14
30708,0,2,0,4.50,7
30698,0,1,0,5.54,10
30716,0,1,0,5.91,7
30701,1,0,0,6.30,6
30093,0,0,0,4.82,7
30700,1,0,0,8.64,6
30702,0,0,0,0.00,4
30709,0,0,0,12.00,3
30599,0,0,0,12.00,2
30150,0,0,0,9.00,0
30703,0,0,0,0.00,1
30710,0,0,0,9.00,0
32739,8,16,0,4.62,140
32738,11,7,0,3.97,135
32740,9,11,0,4.39,120
32742,7,11,0,4.86,93
32741,9,3,0,2.81,100
32743,6,8,0,4.51,70
32752,2,2,27,2.22,35
32758,3,3,2,2.73,78
32761,8,5,13,2.15,90
32749,2,4,1,3.95,26
32746,0,1,0,3.22,47
32759,3,1,0,5.66,36
32751,1,4,2,4.68,38
32745,0,1,0,2.86,22
32744,0,5,0,7.76,18
32763,0,1,1,2.70,26
32748,1,1,0,4.13,27
32760,1,3,0,3.68,22
32747,2,2,0,3.32,15
32757,0,0,0,2.45,14
32753,0,0,0,10.97,9
32756,0,0,0,12.91,8
32754,0,0,0,15.00,2
32755,0,0,0,6.00,0
32240,0,0,0,10.80,3
32762,0,0,0,27.00,0
32750,0,0,0,9.00,1
34785,7,11,0,3.38,149
34784,6,11,0,5.07,104
34786,9,12,0,6.43,114
34593,4,8,0,5.13,93
34789,3,5,0,5.71,49
34790,3,7,0,8.02,49
34801,0,2,17,3.15,35
34798,6,7,1,3.70,67
34788,3,2,0,5.02,80
34804,3,1,0,3.96,64
34797,2,2,0,5.27,60
34799,1,6,0,6.28,50
34590,3,6,0,5.58,37
34787,1,7,0,5.95,34
34794,2,0,0,4.25,37
34193,1,4,1,2.65,29
34795,2,5,7,6.16,22
34791,0,1,0,3.96,24
34802,1,1,0,4.70,17
34793,1,3,0,4.15,14
34800,0,0,0,5.82,16
34240,0,0,0,6.14,11
34196,0,1,0,9.00,14
34666,1,0,0,7.90,12
34597,0,1,0,12.27,5
34803,0,0,0,7.71,0
34796,0,0,0,9.00,3
34792,0,0,0,10.80,2
34767,0,0,0,0.00,0
36828,15,8,0,3.43,128
36827,14,9,0,2.60,218
36829,7,8,0,3.04,143
36830,9,8,0,3.40,129
36831,4,10,0,4.86,76
36843,3,4,51,2.55,84
36841,4,2,1,1.97,91
36837,6,4,1,3.48,85
36839,4,2,2,2.79,52
36846,2,2,0,4.11,40
36832,3,8,0,5.20,66
36833,5,2,0,2.67,45
36834,4,2,0,2.42,42
36845,0,0,0,4.74,46
36847,2,2,0,4.54,36
36835,0,1,0,8.05,20
36836,1,0,0,6.38,17
36844,0,1,0,7.13,11
36607,0,1,0,2.08,19
36838,3,0,0,4.70,25
36840,0,1,0,11.45,12
36842,1,0,0,5.23,11
38875,14,4,0,3.07,165
38876,9,12,0,3.91,152
38877,6,12,0,4.82,207
38872,9,8,0,4.76,97
38873,7,6,1,4.90,75
38241,3,0,20,2.01,44
38883,3,6,12,3.08,126
38377,6,1,9,1.39,77
